UIN,Incident_month,Incident_year,Victim_injury,State,Location,Latitude,Longitude,Site_category,Shark_common_name,Provoked_unprovoked,No_sharks,Victim_activity,Shark_behaviour,Victim_aware_of_shark,Injury_location,Injury_severity,Victim_gender,Time_of_incident,Depth_of_incident_m,Data_source,Reference,
330,12,1934,fatal,NSW,"georges river, milperra bridge",-33.93333333,150.9666667,river,bull shark,unprovoked,1,swimming,bit victim on leg,N,calf,major lacerations,male,1630,,media outlet,"sharpe, green, the canberra times 1.1.1935",
331,12,1934,fatal,NSW,"brisbane waters, woy woy",-33.48333333,151.3,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on body,N,torso,,male,1300,0,media outlet,"sharpe, green, whitely, smh 24.12.1934",
332,12,1934,injured,NSW,"brisbane waters, woy woy",-33.48333333,151.3,estuary/harbour,bull shark,unprovoked,1,swimming,grazed victim with fin,Y,leg,abrasion,female,1300,1,media outlet,"sharpe. baldridge. coppleson, the canberra times 24.12.1934",
333,1,1935,fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,tiger shark,unprovoked,,swimming,,N,,,male,,,book,whitely. date?,
334,2,1935,injured,NSW,"austinmer beach, wollongong",-34.3,150.9333333,coastal,white shark,unprovoked,1,boarding,,N,thigh,minor lacerations,male,1730,,media outlet,"coppleson, green. whitley, the argus 15.2.1935",
335,3,1935,fatal,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,white shark,unprovoked,1,swimming,bit victim on torso,N,"arm, torso, pelvic region",major lacerations,male,1230,,media outlet,"coppleson, green, sharpe, the canberra times 11.3.1935",
336,3,1935,injured,QLD,mackay (100 mile south),-21.16666667,149.2333333,coastal,whaler shark,unprovoked,1,snorkelling,bit victim on body,N,"leg, pelvic region",other: teeth marks,male,,8,media outlet,"green, shark&survl, whitely, the argus 1.4.1935",
337,3,1935,injured,QLD,lizard island,-14.66666667,145.45,island open ocean,tiger shark,provoked,1,snorkelling,bit thigh,N,"hand, thigh",major lacerations,male,,,media outlet,"green, whitely, the argus 20.3.1935",
338,3,1935,fatal,NSW,"north narrabeen, sydney",-33.7,151.3,coastal,white shark,unprovoked,1,swimming,bit victim on leg,N,thigh,major lacerations,male,1730,0,media outlet,"sharpe, green, the canberra times 4.3.1935",
339,5,1935,injured,QLD,"torres strait, warrior reef",-9.4,142.6666667,island open ocean,whaler shark,provoked,,snorkelling,,N,"arm, hand",minor lacerations,male,,,book,"green, whitely.",
340,8,1935,fatal,QLD,"torres strait, yule entrance",-9.4,142.6666667,coastal,tiger shark,provoked,1,snorkelling,,N,thigh,major lacerations,male,,,media outlet,the western australian 27.8.1935,
341,11,1935,injured,QLD,innisfail (near),-17.53333333,146.0166667,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on torso,N,"arm, shoulder",minor lacerations,male,,0,media outlet,"green, shark&survl, the canberra times 15.11.1935",
342,1,1936,uninjured,NSW,"bondi beach north, sydney",-33.88333333,151.2666667,coastal,white shark,provoked,1,boarding,swam towards victim,Y,other: uninjured,,male,,,book,coppleson 1988ed. p. 59.,
343,1,1936,injured,WA,"depuch island, cossack creek, dampier",-20.66666667,117.1833333,coastal,tiger shark,provoked,1,snorkelling,bit victim on leg,N,leg,major lacerations,male,,,book,"shark&survl, whitely.  date?",
344,1,1936,fatal,SA,"west beach, adelaide",-34.9,137,coastal,white shark,unprovoked,1,swimming,bit victim on body,N,torso,,male,1800,0,media outlet,"sharpe, green, the argus 23.1.1936",
345,2,1936,fatal,NSW,"manly, south steyne,  sydney",-33.78333333,151.2833333,coastal,white shark,unprovoked,1,swimming,,N,other: body not recovered,,male,1500,0,media outlet,"sharpe, green, shark&survl, the canberra times 5.2.1936",
346,2,1936,uninjured,QLD,brisbane river,-27.43333333,153.0833333,river,bull shark,unprovoked,1,unmotorised boating,bit scull near stern ,,other: uninjured,,male,,,media outlet,sun news 20.2.1936,
347,3,1936,injured,QLD,cape direction,-12.78333333,143.6,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on arm,N,arm,major lacerations,male,,,media outlet,"coppleson 1958, smh 9.4.1936",
348,3,1936,injured,QLD,forbes island,-12.16666667,143.3833333,river,whaler shark,unprovoked,,swimming,,N,"arm, hand",minor lacerations,male,,,book,"green, shark&survl, whitely.",
349,4,1936,injured,QLD,"arlington reef, green island",-16.7,146.05,Ocean/pelagic,tiger shark,provoked,1,snorkelling,bit  victim on arm,N,"arm, torso, foot",major lacerations,male,,,media outlet,"green, shark&survl, smh 23.4.1936",
350,5,1936,injured,QLD,mackay reef (area),-20.81666667,149.4833333,coastal,,provoked,,snorkelling,bit victim,,leg,major lacerations,male,,,media outlet,townsville daily bulletin 228.5.1937,
351,6,1936,fatal,QLD,"torres strait, nepean island ",-10.6,142.2166667,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on chest ,Y,torso,major lacerations,male,,,media outlet,"green, shark&survl, whitely, the argus 7.7.1936",
352,7,1936,injured,QLD,mackay (reef area),-20.81666667,149.4833333,coastal,tiger shark,provoked,1,snorkelling,bit victim on torso,,torso,major lacerations,male,,,media outlet,northern standard 4.8.1936,
353,8,1936,injured,QLD,"torres strait, mabuiag island",-9.95,142.1833333,island open ocean,whaler shark,provoked,,snorkelling,,Y,foot,other: teeth marks,male,,,book,sharks & survival.,
354,11,1936,injured,WA,rottnest island,-31.98333333,115.5333333,island open ocean,wobbegong,provoked,1,swimming,bit leg,,leg,minor lacerations,male,,,media outlet,daily examinter 26.11.1936,
355,11,1936,injured,NSW,"botany bay, brighton-le-sands",-33.95,151.15,coastal,wobbegong,unprovoked,1,swimming,bit foot,,foot,minor lacerations,male,,,media outlet,richmond river herald 1.12.1936,
356,12,1936,fatal,NSW,"throsby creek, newcastle",-32.9,151.75,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,1130,0,media outlet,"coppleson, green, shark&survl, canberra times 14.12.1936.",
357,1,1937,injured,QLD,torres strait,-10.58333333,142.2166667,island open ocean,tiger shark,unprovoked,,swimming,,,,major lacerations,male,,,book,whitely.,
358,2,1937,fatal,NSW,"bar beach, newcastle",-32.93333333,151.75,coastal,white shark,unprovoked,1,swimming,bit victim on body,N,"torso, leg",major lacerations,male,,,media outlet,"sharpe, smh 15.2.1937",
359,2,1937,injured,NSW,smoky cape lighthouse,-30.91666667,153.0833333,coastal,wobbegong,unprovoked,1,swimming,bit victim on foot,,foot,minor lacerations,male,,0,media outlet,the canberra times 12.1.1937,
360,5,1937,fatal,QLD,"townsville, ross creek",-19.45,146.6,estuary/harbour,bull shark,unprovoked,,swimming,,N,"leg, hand",major lacerations,male,,,media outlet,"sharpe, canberra times 17.5.1937",
361,8,1937,injured,QLD,"torres strait, mabuiag island",-9.95,142.1833333,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on head,Y,head,major lacerations,male,,9,media outlet,"coppleson, shark&survl the argus 31.8.1937",
362,10,1937,injured,NSW,byron bay beach,-28.63333333,153.6166667,coastal,white shark,unprovoked,1,swimming,aggressive towards another person,Y,torso,other: teeth marks,male,,0,media outlet,"baldridge ,green, sharpe. smh 25.10.1937",
363,10,1937,fatal,QLD,"kirra beach, coolangatta",-28.16666667,153.5166667,coastal,tiger shark,unprovoked,1,swimming,bit victim on body,N,"arm, torso, leg",major lacerations,male,1715,0,media outlet,"baldridge. d.stead, sharpe, the argus 28.10.1937",
364,10,1937,fatal,QLD,"kirra beach, coolangatta",-28.16666667,153.5166667,coastal,tiger shark,unprovoked,1,swimming,bit victim on body,N,torso,major lacerations,male,1715,,media outlet,"baldridge. sharpe, the argus 28.10.1937",
365,11,1937,injured,QLD,"fitzroy river, rockhampton",-23.38333333,150.5166667,river,bull shark,unprovoked,1,swimming,grazed victim on leg,,leg,abrasion,male,,,media outlet,cairns post 23.11.1937,
366,11,1937,injured,QLD,hinchinbrook channel,-18.53333333,146.2333333,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on leg,Y,"calf, foot",major lacerations,male,,0,media outlet,"green, the advertiser 11.11.1937",
367,1,1938,injured,QLD,brook island nr townsville,-18.13333333,146.25,island open ocean,tiger shark,provoked,1,fishing,bit victim on leg,Y,thigh,major lacerations,male,,0,media outlet,australian woman's weekly 22.10.1938,
368,1,1938,injured,NSW,"lady martins beach, sydney harbour",-33.85,151.25,estuary/harbour,bull shark,provoked,1,swimming,bit victim as he jumped into the water,Y,"leg, foot",major lacerations,male,,2,media outlet,"green, shark&survl, smh 15.1.1938",
369,1,1938,uninjured,NSW,"cronulla beach, sydney",-34.03333333,151.15,coastal,white shark,unprovoked,1,boarding,bit surf ski,N,other: uninjured,,male,,0,media outlet,"green, shark&survl, whitely, stead, argus 3.1.1938",
370,3,1938,injured,NT,liverpool river,-12.03333333,134.2,estuary/harbour,whaler shark,unprovoked,1,unmotorised boating,bit leg,Y,leg,major lacerations,male,,0,media outlet,"green, shark&survl, the argus 16.3.1938",
371,6,1938,fatal,QLD,thursday island area (unknown location),-10.56666667,142.1666667,island open ocean,,provoked,,diving,,,other: body not recovered,,male,,,media outlet,townsville daily bulletin 24.6.1938,
372,7,1938,fatal,NT,bathurst island,-11.4,130.4,island open ocean,whaler shark,provoked,,diving,,N,other: body not recovered,,male,,15,media outlet,"green, smh 12.8.1938",
373,10,1938,injured,QLD,"moreton bay, wynnum",-27.43333333,153.1666667,coastal,tiger shark,provoked,1,fishing,bit victim on foot,,foot,minor lacerations,male,,1,media outlet,the queenslander 12.10.1938,
374,11,1938,injured,QLD,"cribb island, brisbane",-27.35,153.1166667,coastal,wobbegong,provoked,1,swimming,bit ankle,,foot,other: teeth marks,male,,,media outlet,cairns post 28.11.1938,
375,1,1939,uninjured,NSW,"yamba, clarence river",-29.41666667,152.3333333,river,bull shark,provoked,1,fishing,swam towards victim,N,other: uninjured,,male,,1,media outlet,"shark&survl, whitely, smh 16.1.1939",
376,9,1939,injured,QLD,"torres strait, mabuig island",-9.95,142.1666667,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on leg,N,leg,major lacerations,male,,,media outlet,"shark&survl, coppleson 1958, cairns post 27.9.1939",
377,10,1939,injured,QLD,"double island beach, cairns",-16.71666667,154.6833333,island open ocean,,unprovoked,1,swimming,bit foot,,foot,major lacerations,male,,,media outlet,townsville daily bulletin 4.10.1939,
378,10,1939,injured,QLD,"restoration rock, portland road",-12.61666667,143.45,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on right thigh,N,thigh,major lacerations,male,,,media outlet,"whitley p.20, green, courier mail 25.10.1939",
379,12,1939,injured,NSW,georges river,-33.98333333,151.0666667,river,bull shark,unprovoked,1,swimming,brushed past victim,N,leg,surface wound,male,,0,media outlet,"coppleson, shark&survl, barrier miner 29.12.1939",
380,12,1939,fatal,QLD,"mackay, rubbish dump creek, pioneer river",-21.16666667,149.2333333,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,"leg, foot",major lacerations,male,1215,0,media outlet,"green, shark&survl, whitely, the argus 15.12.1939",
381,1,1940,injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on head,,head,major lacerations,male,,,media outlet,"baldridge, shark&survl. newspaper? article 28.6.1950",
382,1,1940,injured,QLD,"brisbane river, dutton park",-27.48333333,153.0166667,river,bull shark,unprovoked,1,swimming,bit victim on shoulder,,"torso, shoulder",minor lacerations,male,,,media outlet,cairns post 31.1.1940,
383,1,1940,injured,QLD,"southport, surfers paradise",-28,153.4166667,coastal,tiger shark,unprovoked,1,swimming,bit victim on torso,N,"arm, torso",minor lacerations,male,,0,media outlet,"coppleson, whitely, the argus 16.1.1940",
384,1,1940,fatal,NSW,"botany bay, brighton-le-sands",-33.95,151.15,estuary/harbour,tiger shark,unprovoked,1,swimming,bit victim on leg,N,"torso, leg",major lacerations,male,1040,1.5,media outlet,"sharpe, shark&survl, stead 1963, canberra times 24.1.1940.",
385,2,1940,fatal,NSW,"botany bay, brighton-le-sands",-33.95,151.15,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on arm,N,arm,major lacerations,male,1400,,media outlet,"sharpe, shark&survl, smh 5.2.1940",
386,3,1940,injured,NSW,"gerringong, wollongong",-34.73333333,150.8333333,coastal,wobbegong,provoked,1,snorkelling,bit victim on foot,N,foot,minor lacerations,male,,,media outlet,"green, shark&survl, smh 21.3.1940",
387,5,1940,injured,QLD,mackay,-21.4,150.5333333,island open ocean,tiger shark,unprovoked,1,swimming,bit victim (unknown location),,,minor lacerations,male,,,media outlet,cairns post 31.5.1940,
388,12,1940,fatal,NSW,"stockton beach, newcastle",-32.85,151.8333333,coastal,tiger shark,unprovoked,1,swimming,,N,torso,major lacerations,male,0900,0,book,"green, shark&survl, ndsl journal, canberra times 30.12.1940",
389,10,1941,injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,tiger shark,unprovoked,1,swimming,bit victim,,,,male,,,media outlet,townsville daily bulletin 22.10.1941,
390,10,1941,fatal,QLD,"torres strait, badu island",-10.11666667,142.1333333,island open ocean,tiger shark,unprovoked,1,swimming,bit victim,,,,male,,,media outlet,townsville daily bulletin 22.10.1941,
391,11,1941,injured,WA,off carnarvon,-26.46666667,110.2666667,ocean/pelagic,,unprovoked,1,swimming,bit victim on leg,,leg,minor lacerations,male,,,media outlet,kalgoorlie miner dec 1941,
392,12,1941,injured,WA,"the facine, carnarvon",-24.88333333,113.65,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on foot,,foot,major lacerations,male,,,media outlet,the west australian 5.12.1941,
393,1,1942,fatal,NSW,"bantry bay, sydney harbour",-33.76666667,151.2166667,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on body,N,torso,major lacerations,female,1500,0,media outlet,"sharpe, smh 5.1.1942",
394,1,1942,uninjured,NSW,"manly, fairy bower, sydney",-33.78333333,151.2833333,coastal,white shark,provoked,1,boarding,bit surf ski paddle,N,other: uninjured,,male,,,media outlet,smh 19.1.1942,
395,5,1942,injured,QLD,cairns (reef 160km south),-17.7,146.5166667,coastal,tiger shark,provoked,1,snorkelling,bit victim on arm,N,arm,major lacerations,male,,0,media outlet,"green, shark&survl, cairns post 12.5.1942",
396,8,1942,injured,QLD,"hook island, whitsunday islands",-20.08333333,148.8833333,island open ocean,,provoked,1,snorkelling,bit victim on knee,,leg,major lacerations,male,,,media outlet,bowen independent 4.8.1942,
397,9,1942,injured,QLD,"trinity beach, cairns",-16.78333333,145.7,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,1630,3,media outlet,"sharpe, green p.44, the west australian 25.10.1994",
398,12,1942,fatal,NSW,"bantry bay, sydney harbour",-33.76666667,151.2166667,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,female,1050,1,media outlet,"sharpe, coppleson, smh 28.12.1942",
399,1,1943,injured,NT,darwin,-12.46666667,130.8333333,coastal,tiger shark,unprovoked,1,swimming,bit victim on back,,torso,minor lacerations,male,,,media outlet,cairns post 18.1.1947,
400,1,1944,injured,NSW,"forster, first beach",-32.16666667,152.5166667,coastal,white shark,unprovoked,1,boarding,bit victim & board,N,leg,major lacerations,male,,0,media outlet,"coppleson, smh 15.1.1944",
401,2,1945,injured,NSW,malabar bay,-33.95,151.25,coastal,wobbegong,provoked,1,fishing,bit victim on hand,,"arm, hand",minor lacerations,male,,,media outlet,smh 8.2.1945,
402,6,1945,fatal,QLD,"trinity beach, double island, cairns",-16.71666667,145.6666667,coastal,tiger shark,unprovoked,1,swimming,bit victim ,N,,,male,1600,,media outlet,"sharpe,baldridge, smh 19.6.1945",
403,1,1946,injured,QLD,townsville,-19.25,146.8166667,coastal,,unprovoked,1,swimming,bit victim on foot,N,foot,minor lacerations,male,,0,media outlet,coppleson 1958 & townsville daily bulletin 19.1.1946,
404,1,1946,fatal,NSW,"georges river, oatley bay, sydney",-33.98333333,151.0833333,river,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,female,,1,media outlet,"sharpe, shark&survl, smh 7.1.1946",
405,2,1946,injured,WA,"city beach, perth",-31.93333333,115.75,coastal,white shark,unprovoked,1,swimming,bit victim on leg,N,"thigh, calf, foot",major lacerations,male,1215,1,media outlet,"sharpe,baldridge, the west australian 11.2.1946",
406,4,1946,fatal,QLD,"trinity beach, cairns",-16.78333333,145.7,coastal,tiger shark,unprovoked,1,swimming,bit victim on leg,N,"arm, leg",major lacerations,male,0830,1,media outlet,"sharpe, courier mail 20.4.1946",
407,8,1946,fatal,QLD,"ellis beach, cairns",-16.71666667,145.6333333,coastal,tiger shark,unprovoked,1,swimming,bit victim on body,N,torso,major lacerations,male,1520,0,media outlet,"sharpe,baldridge codes, canberra times 19.8.1946",
408,10,1946,injured,NSW,"lake macquarie, mark's point",-33.05,151.6333333,estuary/harbour,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,minor lacerations,male,1300,0,media outlet,"green, shark&survl,baldridge, canberra times 15.10.1946",
409,11,1946,fatal,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,tiger shark,provoked,1,snorkelling,bit victim on arm,N,arm,major lacerations,male,,0,media outlet,"balbridge, shark&survl,whitley, cairns post 22.11.1946",
410,12,1946,injured,SA,"glenelg jetty, adelaide",-34.96666667,138.5,coastal,white shark,unprovoked,1,swimming,bit victim on hand,N,"arm, hand",minor lacerations,male,,0,media outlet,"green, shark&surv, baldridge, the advertiser 28.12.1946",
411,7,1947,uninjured,NT,darwin harbour,-12.45,130.7833333,estuary/harbour,tiger shark,provoked,,diving,,,other: uninjured,,male,,,media outlet,the canberra times 25.7.1947,
412,10,1947,injured,QLD,mornington island,-16.55,139.4,island open ocean,tiger shark,unprovoked,1,other: standing in water,,N,leg,major lacerations,male,,,media outlet,"green, shark&survl.,baldridge, canberra times 29.10.1947",
413,11,1947,fatal,NSW,"port macquarie, wilson river",-31.33333333,152.8333333,river,bull shark,unprovoked,1,swimming,bit victim on leg,N,leg,major lacerations,male,1600,0,media outlet,"baldridge, shark&survl, smh 10.11.1947",
